Genus_Species,Diet Breakdown Sheet Species,Synonyms,Genus_Species_Isler,Order,Suborder,Infraorder,Parvorder,Superfamily,Family,Subfamily,Species.group,High.Quality.,Subspecies,Data.quality..ok.if._.4.individuals..at.least.2m.and.2f.in.anthropoids.,Calculation.of.ECV.species.mean,Source.of.ECV,Source.of.body.mass,ECV.male.mean,ECV.female.mean,ECV.species.mean,N.ECV.male,N.ECV.female,N.ECV.species,Body.mass.male.mean,Body.mass.female.mean,Body.mass.species.mean,N.body.mass.male,N.body.mass.female,N.body.mass.species,N_Var_Total,N_Var_Male,N_Var_Female,Sp_Var_ln_ECV,M_Var_ln_ECV,F_Var_ln_ECV,Sp_Var_ln_BoM,M_Var_ln_BoM,F_Var_ln_BoM,predict.sp.ECV,predict.sp.BoM,predict.M.ECV,predict.M.BoM,predict.F.ECV,predict.F.BoM,true.sp.ECV,true.sp.BoM,true.M.ECV,true.M.BoM,true.F.ECV,true.F.BoM,H_Ni.sp,H_Ni.M,H_Ni.F,K.sp.ECV,K.sp.BoM,K.M.ECV,K.M.BoM,K.F.ECV,K.sp.BoM.1,avg_s2.sp.ECV,avg_s2.sp.BoM,avg_s2.M.ECV,avg_s2.M.BoM,avg_s2.F.ECV,avg_s2.F.BoM,var_s2.sp.ECV,var_s2.sp.BoM,var_s2.M.ECV,var_s2.M.BoM,var_s2.F.ECV,var_s2.F.BoM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus_discolor,Callicebus_discolor,,Callicebus_discolor,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Callicebinae,Callicebus cupreus group,N,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",17.94,17.12,17.53,3,2,5,935,815,875,3,2,5,5,3,2,0.00041081,0.001478612,0.000164628,0.056686471,0.008214104,0.218531779,0.002802868,0.034684224,0.006901509,0.036613062,0.006755422,0.068667091,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.221358333,0.393565943,0.041426067,0.244124485,0.05676978,0.393565943,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus_lugens,Callicebus_lugens,,Callicebus_lugens,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Callicebinae,Subgenus Torquatus,Y,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",18.82,19.12,18.97,7,7,14,1200,980,1090,5,5,10,10,5,5,0.002013919,0.002115491,0.005940186,0.021725285,0.028343071,0.058558068,0.002909832,0.021188679,0.006736464,0.038940053,0.006916947,0.046199879,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.390112839,0.593531259,0.079556424,0.392443824,0.194033417,0.593531259,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callicebus_torquatus,Callicebus_torquatus,,Callicebus_medemi,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Callicebinae,Subgenus Torquatus,N,NA,ok,ind,This study,"This study, same specimens as ECV measurements",19.98,19.34,19.44,1,6,7,1100,1214,1157,1,6,7,7,1,6,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiropotes_israelita,Chiropotes_israelita,Chiropotes chiropotes,Chiropotes_israelita,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Pitheciinae,NA,Y,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",54.97,55.3,55.13,6,10,16,2415,2132,2274,6,10,16,16,6,10,0.001654438,0.002921599,0.003696153,0.009282694,0.020685219,0.016445558,0.00253943,0.0125219,0.00672495,0.034572301,0.00593783,0.022651164,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.515991468,0.708768088,0.097506219,0.446726059,0.351356548,0.708768088,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithecia_monachus,Pithecia_monachus,,Pithecia_monachus,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Pitheciinae,NA,Y,NA,ok,m/f,This study,Smith and Jungers 1997,35.98,36.91,36.45,8,8,16,2610,2110,2360,16,10,26,9,5,4,0.003673136,0.00493401,0.009758535,0.022258011,0.038882405,0.050149639,0.003551857,0.021451694,0.006960695,0.04307615,0.007550738,0.041169111,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.362478933,0.564832895,0.079556424,0.392443824,0.152944131,0.564832895,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pithecia_pithecia,Pithecia_pithecia,,Pithecia_pithecia,Primates,Haplorrhini,Simiiformes,Platyrrhini,NA,Pitheciidae,Pitheciinae,NA,N,NA,ok,m/f,This study,Smith and Jungers 1997,31.95,32.58,32.26,11,7,18,1940,1580,1760,10,4,14,9,6,3,0.002082212,0.007372615,0.000956234,0.063706158,0.228719057,0.026105575,0.002975181,0.044862971,0.007158951,0.127506438,0.006486414,0.032349251,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.362478933,0.564832895,0.097506219,0.446726059,0.107440203,0.564832895,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilla_beringei,Gorilla_beringei,,Gorilla_beringei,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Pongidae,NA,NA,N,NA,ok,m/f,This study,Smith and Jungers 1997,502.4,480.15,491.27,3,3,6,162500,97500,130000,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilla_gorilla,Gorilla_gorilla,,Gorilla_gorilla,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Pongidae,NA,NA,Y,NA,ok,m/f,This study,Smith and Jungers 1997,524.92,455.89,490.41,37,19,56,170400,71500,120950,10,3,13,1,0,1,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan_paniscus,Pan_paniscus,,Pan_paniscus,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Pongidae,NA,NA,N,NA,ok,m/f,This study,Smith and Jungers 1997,356.33,326.25,341.29,6,4,10,45000,33200,39100,7,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan_troglodytes,Pan_troglodytes,,Pan_troglodytes,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Pongidae,NA,NA,Y,NA,ok,m/f,This study,Smith and Jungers 1997,386.16,350.54,368.35,55,60,115,49567,40367,44967,27,33,60,5,1,4,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pongo_abelii,Pongo_abelii,,Pongo_abelii,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Pongidae,NA,NA,N,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",437.78,341.21,389.5,14,11,25,84483,41148,62815,4,7,11,11,4,7,0.001914297,0.003255161,0.004402026,0.022002216,0.037217173,0.050791691,0.002831223,0.021393209,0.006899617,0.04298891,0.006422476,0.044109868,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.41545064,0.618678611,0.06087813,0.326351528,0.265310567,0.618678611,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pongo_pygmaeus,Pongo_pygmaeus,,Pongo_pygmaeus,Primates,Haplorrhini,Simiiformes,Catarrhini,Hominoidea,Pongidae,NA,NA,Y,NA,ok,m/f,This study,"This study, same specimens as ECV measurements",417.03,337.72,377.38,43,38,81,80137,36948,58542,7,11,18,18,7,11,0.006190984,0.014753305,0.010010633,0.006560141,0.012904848,0.013335714,0.004964621,0.010244098,0.008010115,0.029604567,0.00822613,0.020073438,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.547147223,0.733913869,0.114769318,0.492104123,0.375727892,0.733913869,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_bancanus,Tarsius_bancanus,,Tarsius_bancanus,Primates,Haplorrhini,Tarsiiformes,NA,NA,Tarsiidae,NA,NA,Y,NA,ok,ind,This study,Gordon 2006,3.23,3.17,3.16,10,8,19,128,123,126,27,22,49,11,6,5,0.001379834,0.005240805,0.000278532,0.005362992,0.012868325,0.008583643,0.002609181,0.011098877,0.006951087,0.031080291,0.005818397,0.022600887,2.01E-06,0.00020001,2.30E-06,0.001,7.00E-06,0.0010001,10.35112462,4.118399635,3.602634285,0.41545064,0.618678611,0.097506219,0.446726059,0.194033417,0.618678611,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,3.57E-06,0.000315242,1.84E-05,0.001877564,2.63E-05,0.002137126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_syrichta,Tarsius_syrichta,,Tarsius_syrichta,Primates,Haplorrhini,Tarsiiformes,NA,NA,Tarsiidae,NA,NA,N,NA,ok,ind,This study,Smith and Jungers 1997 (captive),3.59,3.27,3.36,3,5,9,134,117,126,10,17,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tarsius_tarsier,Tarsius_tarsier,,Tarsius_tarsier,Primates,Haplorrhini,Tarsiiformes,NA,NA,Tarsiidae,NA,Tarsius spectrum group,N,NA,ok,ind,This study,Smith and Jungers 1997 (T. spectrum),3.14,2.94,3.06,3,2,5,125,108,117,14,25,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003482901,0.02040512,0.007135867,0.04578505,0.007152099,0.03514259,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
